id,run_id,round,alpha,method,accuracy,loss,f1,auc,n_anomalous,clean_ids,selected_method,selected_combination,agent_reasoning,seed
193,exp2_mMedian_a0.3_s5,8,0.3,Median,90.09,0.461,0.9463,0.8784,1,"[0, 1, 2, 3]",Median,"[0, 1, 2, 3]",Fixed baseline,5
194,exp2_mMedian_a1.0_s1,1,1.0,Median,86.69,0.4173,0.9224,0.8994,2,"[0, 1, 4]",Median,"[0, 1, 4]",Fixed baseline,1
195,exp2_mMedian_a1.0_s1,2,1.0,Median,82.53,0.3894,0.8941,0.925,2,"[0, 1, 4]",Median,"[0, 1, 4]",Fixed baseline,1
196,exp2_mMedian_a1.0_s1,3,1.0,Median,89.3,0.5698,0.9392,0.9074,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,1
197,exp2_mMedian_a1.0_s2,1,1.0,Median,53.96,0.6819,0.658,0.8983,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,2
198,exp2_mMedian_a1.0_s2,2,1.0,Median,77.41,0.5669,0.8584,0.9133,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,2
199,exp2_mMedian_a1.0_s2,3,1.0,Median,85.22,0.4398,0.9122,0.9256,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,2
200,exp2_mMedian_a1.0_s2,4,1.0,Median,90.27,0.4419,0.9445,0.9243,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,2
201,exp2_mMedian_a1.0_s2,5,1.0,Median,92.46,0.3561,0.9578,0.9324,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,2
202,exp2_mMedian_a1.0_s2,6,1.0,Median,92.97,0.3361,0.9608,0.9387,0,"[0, 1, 2, 3, 4]",Median,"[0, 1, 2, 3, 4]",Fixed baseline,2
203,exp2_mMedian_a1.0_s2,7,1.0,Median,91.91,0.4943,0.9568,0.8987,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,2
204,exp2_mMedian_a1.0_s2,8,1.0,Median,91.94,0.4904,0.9569,0.8983,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,2
205,exp2_mMedian_a1.0_s3,1,1.0,Median,22.6,0.7057,0.2461,0.883,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,3
206,exp2_mMedian_a1.0_s3,2,1.0,Median,47.64,0.6781,0.591,0.9028,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,3
207,exp2_mMedian_a1.0_s3,3,1.0,Median,88.84,0.6029,0.9359,0.9139,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,3
208,exp2_mMedian_a1.0_s3,4,1.0,Median,59.65,0.6288,0.7125,0.9175,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,3
209,exp2_mMedian_a1.0_s3,5,1.0,Median,52.02,0.6438,0.6377,0.9143,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,3
210,exp2_mMedian_a1.0_s3,6,1.0,Median,47.06,0.6551,0.5841,0.9115,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,3
211,exp2_mMedian_a1.0_s3,7,1.0,Median,55.54,0.6079,0.6734,0.9147,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,3
212,exp2_mMedian_a1.0_s3,8,1.0,Median,55.5,0.6175,0.6727,0.9236,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,3
213,exp2_mMedian_a1.0_s4,1,1.0,Median,90.34,0.6161,0.949,0.8694,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,4
214,exp2_mMedian_a1.0_s4,2,1.0,Median,91.93,0.5202,0.9569,0.9093,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,4
215,exp2_mMedian_a1.0_s4,3,1.0,Median,92.61,0.5535,0.9601,0.8996,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,4
216,exp2_mMedian_a1.0_s4,4,1.0,Median,92.74,0.4987,0.961,0.9107,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,4
217,exp2_mMedian_a1.0_s4,5,1.0,Median,92.05,0.4656,0.9576,0.9134,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,4
218,exp2_mMedian_a1.0_s4,6,1.0,Median,93.07,0.5043,0.9624,0.906,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,4
219,exp2_mMedian_a1.0_s4,7,1.0,Median,93.22,0.4958,0.9628,0.9138,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,4
220,exp2_mMedian_a1.0_s4,8,1.0,Median,92.55,0.4857,0.9588,0.915,1,"[0, 1, 2, 4]",Median,"[0, 1, 2, 4]",Fixed baseline,4
221,exp2_mMedian_a1.0_s5,1,1.0,Median,90.19,0.6837,0.9481,0.853,1,"[0, 1, 3, 4]",Median,"[0, 1, 3, 4]",Fixed baseline,5
222,exp2_mMedian_a1.0_s5,2,1.0,Median,12.42,0.7285,0.0526,0.869,1,"[0, 1, 3, 4]",Median,"[0, 1, 3, 4]",Fixed baseline,5
223,exp2_mMedian_a1.0_s5,3,1.0,Median,32.46,0.6942,0.4005,0.8871,1,"[0, 1, 3, 4]",Median,"[0, 1, 3, 4]",Fixed baseline,5
224,exp2_mMedian_a1.0_s5,4,1.0,Median,90.47,0.6279,0.9465,0.8992,1,"[0, 1, 3, 4]",Median,"[0, 1, 3, 4]",Fixed baseline,5
225,exp2_mMedian_a1.0_s5,5,1.0,Median,90.32,0.6055,0.9455,0.9029,1,"[0, 1, 3, 4]",Median,"[0, 1, 3, 4]",Fixed baseline,5
226,exp2_mMedian_a1.0_s5,6,1.0,Median,91.73,0.5944,0.9543,0.9049,1,"[0, 1, 3, 4]",Median,"[0, 1, 3, 4]",Fixed baseline,5
227,exp2_mMedian_a1.0_s5,7,1.0,Median,91.7,0.5604,0.9542,0.9064,1,"[0, 1, 3, 4]",Median,"[0, 1, 3, 4]",Fixed baseline,5
228,exp2_mMedian_a1.0_s5,8,1.0,Median,92.29,0.5212,0.958,0.9067,1,"[0, 1, 3, 4]",Median,"[0, 1, 3, 4]",Fixed baseline,5
309,exp2_mRuleBased_a0.3_s1,1,0.3,RuleBased,90.0,3.0364,0.9474,0.5001,2,"[1, 3, 4]",Krum,"[1, 3, 4]","Anomalous clients [0, 2] detected; excluding them and applying Byzantine-robust Krum.",1
310,exp2_mRuleBased_a0.3_s1,2,0.3,RuleBased,90.0,2.9827,0.9474,0.4989,2,"[1, 3, 4]",Krum,"[1, 3, 4]","Anomalous clients [0, 2] detected; excluding them and applying Byzantine-robust Krum.",1
311,exp2_mRuleBased_a0.3_s1,3,0.3,RuleBased,90.0,2.9301,0.9474,0.5,2,"[1, 3, 4]",Krum,"[1, 3, 4]","Anomalous clients [0, 2] detected; excluding them and applying Byzantine-robust Krum.",1
312,exp2_mRuleBased_a0.3_s1,4,0.3,RuleBased,90.0,2.8785,0.9474,0.4995,2,"[1, 3, 4]",Krum,"[1, 3, 4]","Anomalous clients [0, 2] detected; excluding them and applying Byzantine-robust Krum.",1
313,exp2_mRuleBased_a0.3_s1,5,0.3,RuleBased,90.0,2.8278,0.9474,0.4989,2,"[1, 3, 4]",Krum,"[1, 3, 4]","Anomalous clients [0, 2] detected; excluding them and applying Byzantine-robust Krum.",1
314,exp2_mRuleBased_a0.3_s1,6,0.3,RuleBased,90.0,2.7782,0.9474,0.5003,2,"[1, 3, 4]",Krum,"[1, 3, 4]","Anomalous clients [0, 2] detected; excluding them and applying Byzantine-robust Krum.",1
315,exp2_mRuleBased_a0.3_s1,7,0.3,RuleBased,90.0,2.7297,0.9474,0.5005,2,"[1, 3, 4]",Krum,"[1, 3, 4]","Anomalous clients [0, 2] detected; excluding them and applying Byzantine-robust Krum.",1
316,exp2_mRuleBased_a0.3_s1,8,0.3,RuleBased,90.0,2.6822,0.9474,0.5003,2,"[1, 3, 4]",Krum,"[1, 3, 4]","Anomalous clients [0, 2] detected; excluding them and applying Byzantine-robust Krum.",1
317,exp2_mRuleBased_a0.3_s2,1,0.3,RuleBased,11.05,2.7102,0.1542,0.0959,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
318,exp2_mRuleBased_a0.3_s2,2,0.3,RuleBased,16.58,2.7832,0.2657,0.0814,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
319,exp2_mRuleBased_a0.3_s2,3,0.3,RuleBased,12.98,3.3589,0.2057,0.0769,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
320,exp2_mRuleBased_a0.3_s2,4,0.3,RuleBased,13.68,3.5206,0.2138,0.0827,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
321,exp2_mRuleBased_a0.3_s2,5,0.3,RuleBased,9.68,5.7523,0.1405,0.0706,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
322,exp2_mRuleBased_a0.3_s2,6,0.3,RuleBased,8.45,6.4005,0.1069,0.079,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
323,exp2_mRuleBased_a0.3_s2,7,0.3,RuleBased,7.66,8.2264,0.083,0.0768,2,"[0, 2, 4]",Krum,"[0, 2, 4]","Anomalous clients [1, 3] detected; excluding them and applying Byzantine-robust Krum.",2
324,exp2_mRuleBased_a0.3_s2,8,0.3,RuleBased,11.17,7.5078,0.1717,0.0758,2,"[0, 2, 4]",Krum,"[0, 2, 4]","Anomalous clients [1, 3] detected; excluding them and applying Byzantine-robust Krum.",2
325,exp2_mRuleBased_a0.3_s3,1,0.3,RuleBased,61.63,0.8722,0.733,0.8415,2,"[0, 1, 4]",Krum,"[0, 1, 4]","Anomalous clients [2, 3] detected; excluding them and applying Byzantine-robust Krum.",3
326,exp2_mRuleBased_a0.3_s3,2,0.3,RuleBased,63.73,0.6877,0.7509,0.8592,2,"[0, 1, 4]",Krum,"[0, 1, 4]","Anomalous clients [2, 3] detected; excluding them and applying Byzantine-robust Krum.",3
327,exp2_mRuleBased_a0.3_s3,3,0.3,RuleBased,39.13,1.4437,0.4907,0.8578,2,"[0, 1, 4]",Krum,"[0, 1, 4]","Anomalous clients [2, 3] detected; excluding them and applying Byzantine-robust Krum.",3
328,exp2_mRuleBased_a0.3_s3,4,0.3,RuleBased,68.69,0.7441,0.7927,0.8573,2,"[0, 1, 4]",Krum,"[0, 1, 4]","Anomalous clients [2, 3] detected; excluding them and applying Byzantine-robust Krum.",3
329,exp2_mRuleBased_a0.3_s3,5,0.3,RuleBased,58.54,1.1757,0.7036,0.8434,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,3
330,exp2_mRuleBased_a0.3_s3,6,0.3,RuleBased,44.13,2.3515,0.5518,0.8506,2,"[0, 1, 4]",Krum,"[0, 1, 4]","Anomalous clients [2, 3] detected; excluding them and applying Byzantine-robust Krum.",3
331,exp2_mRuleBased_a0.3_s3,7,0.3,RuleBased,65.08,1.0931,0.7625,0.8339,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,3
332,exp2_mRuleBased_a0.3_s3,8,0.3,RuleBased,15.67,1.4781,0.1195,0.8054,0,"[0, 1, 2, 3, 4]",Trimmed Mean,"[0, 1, 2, 3, 4]",High data heterogeneity (alpha=0.3); applying robust aggregation.,3
333,exp2_mRuleBased_a0.3_s4,1,0.3,RuleBased,90.0,0.5846,0.9474,0.8771,0,"[0, 1, 2, 3, 4]",Trimmed Mean,"[0, 1, 2, 3, 4]",High data heterogeneity (alpha=0.3); applying robust aggregation.,4
334,exp2_mRuleBased_a0.3_s4,2,0.3,RuleBased,90.75,0.5766,0.9477,0.9106,0,"[0, 1, 2, 3, 4]",Trimmed Mean,"[0, 1, 2, 3, 4]",High data heterogeneity (alpha=0.3); applying robust aggregation.,4
335,exp2_mRuleBased_a0.3_s4,3,0.3,RuleBased,90.26,0.4211,0.9443,0.9283,0,"[0, 1, 2, 3, 4]",Trimmed Mean,"[0, 1, 2, 3, 4]",High data heterogeneity (alpha=0.3); applying robust aggregation.,4
336,exp2_mRuleBased_a0.3_s4,4,0.3,RuleBased,87.66,0.4221,0.928,0.928,0,"[0, 1, 2, 3, 4]",Trimmed Mean,"[0, 1, 2, 3, 4]",High data heterogeneity (alpha=0.3); applying robust aggregation.,4
337,exp2_mRuleBased_a0.3_s4,5,0.3,RuleBased,91.36,0.3343,0.9509,0.9369,0,"[0, 1, 2, 3, 4]",Trimmed Mean,"[0, 1, 2, 3, 4]",High data heterogeneity (alpha=0.3); applying robust aggregation.,4
338,exp2_mRuleBased_a0.3_s4,6,0.3,RuleBased,91.38,0.3225,0.9509,0.9413,0,"[0, 1, 2, 3, 4]",Trimmed Mean,"[0, 1, 2, 3, 4]",High data heterogeneity (alpha=0.3); applying robust aggregation.,4
339,exp2_mRuleBased_a0.3_s4,7,0.3,RuleBased,92.23,0.3179,0.956,0.9451,0,"[0, 1, 2, 3, 4]",Trimmed Mean,"[0, 1, 2, 3, 4]",High data heterogeneity (alpha=0.3); applying robust aggregation.,4
340,exp2_mRuleBased_a0.3_s4,8,0.3,RuleBased,91.29,0.3445,0.9502,0.9454,0,"[0, 1, 2, 3, 4]",Trimmed Mean,"[0, 1, 2, 3, 4]",High data heterogeneity (alpha=0.3); applying robust aggregation.,4
341,exp2_mRuleBased_a0.3_s5,1,0.3,RuleBased,71.73,0.5805,0.8161,0.8919,1,"[0, 1, 2, 3]",Krum,"[0, 1, 2, 3]",Anomalous clients [4] detected; excluding them and applying Byzantine-robust Krum.,5
342,exp2_mRuleBased_a0.3_s5,2,0.3,RuleBased,83.24,0.376,0.8994,0.9111,2,"[0, 1, 2]",Krum,"[0, 1, 2]","Anomalous clients [3, 4] detected; excluding them and applying Byzantine-robust Krum.",5
343,exp2_mRuleBased_a0.3_s5,3,0.3,RuleBased,90.65,0.2384,0.9472,0.9068,2,"[0, 1, 2]",Krum,"[0, 1, 2]","Anomalous clients [3, 4] detected; excluding them and applying Byzantine-robust Krum.",5
344,exp2_mRuleBased_a0.3_s5,4,0.3,RuleBased,90.25,0.2402,0.9444,0.9217,2,"[0, 1, 2]",Krum,"[0, 1, 2]","Anomalous clients [3, 4] detected; excluding them and applying Byzantine-robust Krum.",5
345,exp2_mRuleBased_a0.3_s5,5,0.3,RuleBased,87.2,0.3107,0.9253,0.9185,2,"[0, 1, 2]",Krum,"[0, 1, 2]","Anomalous clients [3, 4] detected; excluding them and applying Byzantine-robust Krum.",5
346,exp2_mRuleBased_a0.3_s5,6,0.3,RuleBased,87.9,0.343,0.9296,0.9212,2,"[0, 1, 2]",Krum,"[0, 1, 2]","Anomalous clients [3, 4] detected; excluding them and applying Byzantine-robust Krum.",5
347,exp2_mRuleBased_a0.3_s5,7,0.3,RuleBased,85.43,0.46,0.9137,0.9214,2,"[0, 1, 2]",Krum,"[0, 1, 2]","Anomalous clients [3, 4] detected; excluding them and applying Byzantine-robust Krum.",5
348,exp2_mRuleBased_a0.3_s5,8,0.3,RuleBased,86.38,0.4873,0.9198,0.9258,2,"[0, 1, 2]",Krum,"[0, 1, 2]","Anomalous clients [3, 4] detected; excluding them and applying Byzantine-robust Krum.",5
349,exp2_mRuleBased_a1.0_s1,1,1.0,RuleBased,90.27,0.3004,0.9455,0.8948,2,"[0, 1, 4]",Krum,"[0, 1, 4]","Anomalous clients [2, 3] detected; excluding them and applying Byzantine-robust Krum.",1
350,exp2_mRuleBased_a1.0_s1,2,1.0,RuleBased,87.28,0.296,0.926,0.9121,2,"[0, 1, 4]",Krum,"[0, 1, 4]","Anomalous clients [2, 3] detected; excluding them and applying Byzantine-robust Krum.",1
351,exp2_mRuleBased_a1.0_s1,3,1.0,RuleBased,81.53,0.4386,0.8872,0.923,2,"[0, 1, 4]",Krum,"[0, 1, 4]","Anomalous clients [2, 3] detected; excluding them and applying Byzantine-robust Krum.",1
352,exp2_mRuleBased_a1.0_s1,4,1.0,RuleBased,86.25,0.3701,0.9188,0.9228,2,"[0, 1, 4]",Krum,"[0, 1, 4]","Anomalous clients [2, 3] detected; excluding them and applying Byzantine-robust Krum.",1
353,exp2_mRuleBased_a1.0_s2,1,1.0,RuleBased,52.72,0.684,0.6461,0.8794,0,"[0, 1, 2, 3, 4]",FedAvg,"[0, 1, 2, 3, 4]",No anomalies detected and low heterogeneity; FedAvg selected.,2
354,exp2_mRuleBased_a1.0_s2,2,1.0,RuleBased,81.18,0.5409,0.8855,0.9067,0,"[0, 1, 2, 3, 4]",FedAvg,"[0, 1, 2, 3, 4]",No anomalies detected and low heterogeneity; FedAvg selected.,2
355,exp2_mRuleBased_a1.0_s2,3,1.0,RuleBased,10.75,2.5042,0.1608,0.0732,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
356,exp2_mRuleBased_a1.0_s2,4,1.0,RuleBased,10.01,3.6745,0.1492,0.0693,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
357,exp2_mRuleBased_a1.0_s2,5,1.0,RuleBased,11.98,2.9529,0.1868,0.0757,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
358,exp2_mRuleBased_a1.0_s2,6,1.0,RuleBased,8.47,5.2349,0.1045,0.072,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
359,exp2_mRuleBased_a1.0_s2,7,1.0,RuleBased,43.14,0.6671,0.5429,0.8449,0,"[0, 1, 2, 3, 4]",FedAvg,"[0, 1, 2, 3, 4]",No anomalies detected and low heterogeneity; FedAvg selected.,2
360,exp2_mRuleBased_a1.0_s2,8,1.0,RuleBased,8.64,6.1927,0.1154,0.0718,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,2
361,exp2_mRuleBased_a1.0_s3,1,1.0,RuleBased,73.68,0.5132,0.8308,0.9056,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,3
362,exp2_mRuleBased_a1.0_s3,2,1.0,RuleBased,83.01,0.3666,0.8976,0.9196,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,3
363,exp2_mRuleBased_a1.0_s3,3,1.0,RuleBased,90.09,0.2364,0.9432,0.9296,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,3
364,exp2_mRuleBased_a1.0_s3,4,1.0,RuleBased,84.34,0.3724,0.906,0.9347,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,3
365,exp2_mRuleBased_a1.0_s3,5,1.0,RuleBased,84.73,0.4156,0.9087,0.9354,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,3
366,exp2_mRuleBased_a1.0_s3,6,1.0,RuleBased,86.85,0.4249,0.9225,0.9381,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,3
367,exp2_mRuleBased_a1.0_s3,7,1.0,RuleBased,88.16,0.3515,0.9309,0.9343,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,3
368,exp2_mRuleBased_a1.0_s3,8,1.0,RuleBased,83.04,0.6591,0.8974,0.9315,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,3
369,exp2_mRuleBased_a1.0_s4,1,1.0,RuleBased,82.31,0.4326,0.8934,0.8924,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,4
370,exp2_mRuleBased_a1.0_s4,2,1.0,RuleBased,87.1,0.3155,0.9245,0.9209,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,4
371,exp2_mRuleBased_a1.0_s4,3,1.0,RuleBased,76.83,0.4908,0.854,0.924,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,4
372,exp2_mRuleBased_a1.0_s4,4,1.0,RuleBased,88.48,0.2748,0.9332,0.9261,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,4
373,exp2_mRuleBased_a1.0_s4,5,1.0,RuleBased,87.38,0.3534,0.9261,0.924,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,4
374,exp2_mRuleBased_a1.0_s4,6,1.0,RuleBased,86.54,0.4108,0.9208,0.9222,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,4
375,exp2_mRuleBased_a1.0_s4,7,1.0,RuleBased,86.53,0.4162,0.9208,0.9151,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,4
376,exp2_mRuleBased_a1.0_s4,8,1.0,RuleBased,92.03,0.3252,0.9552,0.9242,1,"[0, 1, 2, 4]",Krum,"[0, 1, 2, 4]",Anomalous clients [3] detected; excluding them and applying Byzantine-robust Krum.,4
377,exp2_mRuleBased_a1.0_s5,1,1.0,RuleBased,84.11,0.3956,0.9053,0.913,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Anomalous clients [2] detected; excluding them and applying Byzantine-robust Krum.,5
378,exp2_mRuleBased_a1.0_s5,2,1.0,RuleBased,87.64,0.2945,0.9276,0.9345,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Anomalous clients [2] detected; excluding them and applying Byzantine-robust Krum.,5
379,exp2_mRuleBased_a1.0_s5,3,1.0,RuleBased,89.73,0.2534,0.9406,0.9404,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Anomalous clients [2] detected; excluding them and applying Byzantine-robust Krum.,5
380,exp2_mRuleBased_a1.0_s5,4,1.0,RuleBased,91.38,0.2272,0.9507,0.9428,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Anomalous clients [2] detected; excluding them and applying Byzantine-robust Krum.,5
381,exp2_mRuleBased_a1.0_s5,5,1.0,RuleBased,89.15,0.276,0.9371,0.938,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Anomalous clients [2] detected; excluding them and applying Byzantine-robust Krum.,5
382,exp2_mRuleBased_a1.0_s5,6,1.0,RuleBased,89.89,0.3164,0.9418,0.9387,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Anomalous clients [2] detected; excluding them and applying Byzantine-robust Krum.,5
383,exp2_mRuleBased_a1.0_s5,7,1.0,RuleBased,92.45,0.2692,0.9573,0.9445,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Anomalous clients [2] detected; excluding them and applying Byzantine-robust Krum.,5
384,exp2_mRuleBased_a1.0_s5,8,1.0,RuleBased,92.62,0.2601,0.9583,0.9447,1,"[0, 1, 3, 4]",Krum,"[0, 1, 3, 4]",Anomalous clients [2] detected; excluding them and applying Byzantine-robust Krum.,5
229,exp2_mTrimmedMean_a0.3_s1,1,0.3,Trimmed Mean,90.0,0.3457,0.9474,0.7882,2,"[1, 3, 4]",Trimmed Mean,"[1, 3, 4]",Fixed baseline,1
230,exp2_mTrimmedMean_a0.3_s1,2,0.3,Trimmed Mean,80.62,0.4919,0.8826,0.8599,3,"[3, 4]",Trimmed Mean,"[3, 4]",Fixed baseline,1
231,exp2_mTrimmedMean_a0.3_s1,3,0.3,Trimmed Mean,91.15,0.2635,0.9529,0.8445,2,"[1, 3, 4]",Trimmed Mean,"[1, 3, 4]",Fixed baseline,1
232,exp2_mTrimmedMean_a0.3_s1,4,0.3,Trimmed Mean,86.51,0.416,0.9217,0.8859,3,"[3, 4]",Trimmed Mean,"[3, 4]",Fixed baseline,1
233,exp2_mTrimmedMean_a0.3_s1,5,0.3,Trimmed Mean,91.27,0.2516,0.9535,0.8575,2,"[1, 3, 4]",Trimmed Mean,"[1, 3, 4]",Fixed baseline,1
234,exp2_mTrimmedMean_a0.3_s1,6,0.3,Trimmed Mean,77.13,0.5375,0.857,0.895,3,"[3, 4]",Trimmed Mean,"[3, 4]",Fixed baseline,1
235,exp2_mTrimmedMean_a0.3_s1,7,0.3,Trimmed Mean,91.71,0.2375,0.9558,0.8837,2,"[1, 3, 4]",Trimmed Mean,"[1, 3, 4]",Fixed baseline,1
236,exp2_mTrimmedMean_a0.3_s1,8,0.3,Trimmed Mean,85.57,0.3517,0.9148,0.9122,3,"[3, 4]",Trimmed Mean,"[3, 4]",Fixed baseline,1
237,exp2_mTrimmedMean_a0.3_s2,1,0.3,Trimmed Mean,66.18,0.6528,0.7709,0.898,1,"[0, 1, 2, 4]",Trimmed Mean,"[0, 1, 2, 4]",Fixed baseline,2
238,exp2_mTrimmedMean_a0.3_s2,2,0.3,Trimmed Mean,88.98,0.5,0.9369,0.9172,1,"[0, 1, 2, 4]",Trimmed Mean,"[0, 1, 2, 4]",Fixed baseline,2
239,exp2_mTrimmedMean_a0.3_s2,3,0.3,Trimmed Mean,88.97,0.413,0.9362,0.9309,1,"[0, 1, 2, 4]",Trimmed Mean,"[0, 1, 2, 4]",Fixed baseline,2
240,exp2_mTrimmedMean_a0.3_s2,4,0.3,Trimmed Mean,88.98,0.4304,0.9364,0.9254,1,"[0, 1, 2, 4]",Trimmed Mean,"[0, 1, 2, 4]",Fixed baseline,2
241,exp2_mTrimmedMean_a0.3_s2,5,0.3,Trimmed Mean,89.68,0.3858,0.9406,0.9349,1,"[0, 1, 2, 4]",Trimmed Mean,"[0, 1, 2, 4]",Fixed baseline,2
242,exp2_mTrimmedMean_a0.3_s2,6,0.3,Trimmed Mean,88.46,0.4207,0.9332,0.9229,1,"[0, 1, 2, 4]",Trimmed Mean,"[0, 1, 2, 4]",Fixed baseline,2
243,exp2_mTrimmedMean_a0.3_s2,7,0.3,Trimmed Mean,89.27,0.3566,0.9381,0.9353,1,"[0, 1, 2, 4]",Trimmed Mean,"[0, 1, 2, 4]",Fixed baseline,2
